"","data_train_30$X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"377",2036,0,0.177730469,34,0,0.156888693,6800,8,0,0,0,0
"378",2039,0,0,88,0,0,3333,6,0,0,0,0
"379",2043,1,0.9999999,48,1,0.26296065,1600,1,0,0,0,0
"380",2051,0,0.01292519,54,0,0.00235248,5100,9,0,0,0,3
"381",2064,0,0.757516147,43,2,0.944422231,2500,9,0,1,0,5
"382",2070,1,0.769765421,37,6,1.433628319,3050,8,2,1,1,1
"383",2071,0,0.343209383,36,0,0.408700228,5700,11,0,1,0,0
"384",2082,1,0.772891132,55,2,0.286726106,12000,6,1,2,0,0
"385",2084,0,0.132159324,34,0,0.524502525,3366,6,0,2,0,0
"386",2086,0,0.397512092,52,0,0.179539773,15600,16,0,2,0,4
"387",2089,0,0.011629342,64,0,0.200303976,12500,10,0,1,0,1
"388",2097,1,0.627858098,54,0,0.164475316,4030,6,0,0,0,1
"389",2104,0,1.016598893,63,0,0.071896203,8400,3,1,0,0,0
"390",2106,1,0.718693752,54,1,0.626305265,4500,11,0,1,1,0
"391",2110,0,0.319693442,67,1,0.494706249,4816,16,0,1,0,0
"392",2115,0,0.58896167,51,0,1.424581006,2147,11,0,2,0,1
"393",2127,0,0.086850877,62,0,0.435741646,7570,22,0,1,0,0
"394",2132,1,0.930232558,74,2,0.32247662,3100,6,0,0,0,0
"395",2138,0,0.441839763,42,0,0.255421274,11666,7,0,2,0,2
"396",2140,0,0.31361716,41,1,0.501231706,6900,13,0,2,0,2
"397",2145,0,0.020545155,51,0,0.074226451,11666,7,0,0,0,0
"398",2152,1,0.108532462,52,3,0.338559418,4400,13,1,1,0,1
"399",2153,0,0.228493987,56,0,0.306564342,7296,9,0,2,0,0
"400",2171,1,0.9999999,35,3,0.353441093,6000,5,2,0,1,1
"401",2177,0,0.9999999,36,0,0.486570893,1600,3,0,2,0,3
"402",2180,0,0.229616088,49,1,0.43115721,4916,26,0,1,0,1
"403",2190,0,0.032128341,55,0,0.018325698,2400,5,0,0,0,0
"404",2194,0,0.674434501,63,0,0.505485087,5833,13,0,0,0,0
"405",2195,0,0.875140106,38,1,0.824559867,11416,8,0,3,0,1
"406",2212,0,0.250713314,48,0,0.340207672,6933,7,0,1,0,1
"407",2218,0,0.708590351,48,0,0.277909927,12611,11,0,2,0,3
"408",2219,0,0.67083045,49,0,0.425211966,6250,7,0,1,0,3
"409",2220,1,0.877076412,51,4,0.81300813,4550,15,0,1,0,2
"410",2232,0,0.113085143,87,0,0.051716769,7018,6,0,0,0,0
"411",2238,0,0.065245571,78,0,0.180116959,2564,11,0,1,0,0
"412",2240,0,0.189053083,33,1,0.173565287,5000,10,0,0,0,0
"413",2241,0,0.460986829,51,0,0.346860465,17199,6,0,1,0,1
"414",2255,0,0.108687628,70,0,0.33674189,2835,7,0,1,0,0
"415",2260,0,0,67,0,0.195850519,8000,5,0,1,0,0
"416",2263,0,0.002115303,62,0,0.377098661,5300,4,0,1,0,1
"417",2272,0,0.117133186,31,0,0.263956007,6000,6,0,1,0,1
"418",2274,0,0,45,0,0.403704026,11500,6,0,1,0,2
"419",2278,1,0.93549709,55,0,0.4502933,6477,10,0,2,0,0
"420",2279,1,0.741505663,43,2,0.182833217,5731,11,0,0,1,1
"421",2298,0,0.080634898,48,0,0.131345763,10833,5,0,2,0,4
"422",2302,0,0.225189112,46,0,0.406138107,11729,9,0,3,0,3
"423",2312,0,0.072247682,58,0,0.361514127,9166,9,0,1,0,0
"424",2314,1,0.495520162,55,1,0.701377099,5300,12,0,1,1,2
"425",2315,1,0,26,0,0.219129193,1400,4,0,0,0,1
"426",2318,1,0.016814976,43,1,0.029509816,8098,6,0,0,1,0
"427",2324,1,0.098532359,46,0,0.091918883,9812,6,0,0,0,0
"428",2329,0,0.9999999,47,0,0.031665458,4136,1,0,0,0,3
"429",2334,0,0.213039604,54,1,0.241675832,10000,17,0,2,0,0
"430",2337,1,0.9999999,48,4,1.195921631,2500,5,1,3,1,0
"431",2339,0,0.105642895,71,0,0.220465601,11511,8,0,1,0,0
"432",2340,1,0.331931595,33,0,0.448183042,5200,7,0,2,0,0
"433",2357,0,0.276986151,45,0,0.759673094,7830,8,0,3,0,0
"434",2369,0,0.393875435,65,0,0.329797446,20833,15,0,6,0,3
"435",2370,0,0.9999999,45,1,1.094979352,4600,3,4,0,0,1
"436",2377,0,0.9999999,85,0,0.011247188,4000,5,0,0,0,0
"437",2391,0,0.232223932,69,0,0.504614675,4333,15,0,1,0,0
"438",2393,0,0.005775151,61,0,0.281690141,5750,8,0,1,0,0
"439",2396,0,0.138716898,29,2,0.03276419,4333,3,0,0,0,0
"440",2401,0,0.154398948,51,0,1.035995501,2666,13,0,2,0,0
"441",2406,0,0.995313964,30,1,0.154133002,3217,6,0,0,0,1
"442",2409,1,0.049761737,27,0,0.217188062,2780,7,0,0,0,0
"443",2421,1,1.305389222,63,1,0.182890855,1355,3,0,0,1,0
"444",2430,1,0.92358804,39,1,0.180880975,3200,3,0,0,0,0
"445",2436,1,0.9999999,40,0,0.024168236,3185,1,3,0,0,2
"446",2445,0,0.25389671,58,0,1.008893579,6633,30,0,5,0,0
"447",2447,0,0.12052884,59,0,0.341663692,2800,11,0,0,0,0
"448",2451,0,0.275536858,47,0,0.192701825,4000,3,0,0,0,2
"449",2460,0,0.198076765,37,1,0.725284981,15000,12,0,4,0,0
"450",2464,1,0.117703076,51,2,0.107120353,4760,9,0,0,1,0
"451",2472,1,0.9999999,46,1,0.673163418,2000,5,3,0,2,0
"452",2477,1,0.986295215,50,3,0.170919325,5329,6,0,2,1,1
"453",2479,0,0,40,0,0.265091864,5333,5,0,1,0,1
"454",2480,0,0.04559544,65,0,0.294095454,5300,3,0,1,0,0
"455",2482,0,0.085942705,59,0,0.510359027,7770,13,0,4,0,2
"456",2490,1,0.258262875,40,1,0.718093969,3000,5,3,2,0,1
"457",2521,0,0.005561378,45,0,0.269341332,8000,13,0,1,0,0
"458",2523,0,0.353357583,40,0,0.691030897,10000,10,0,4,0,6
"459",2534,0,0.042531087,62,0,0.003961804,9843,6,0,0,0,2
"460",2535,0,0.337388426,39,0,0.333611065,6000,6,0,2,0,0
"461",2539,0,0,77,0,0.000240096,8329,5,0,0,0,0
"462",2543,0,0.01099945,63,0,0.006928406,865,5,0,0,0,0
"463",2549,0,0.487814634,65,0,0.494951167,6040,14,0,1,0,0
"464",2552,1,0.972037284,53,2,0.178454842,3675,9,1,0,1,0
"465",2560,1,0.9999999,36,0,1.018654231,1500,3,1,1,1,0
"466",2561,1,0.493802479,28,1,0.55064194,700,9,0,0,0,0
"467",2568,0,0.003503268,41,0,0.552093899,6900,17,0,3,0,2
"468",2571,0,0,62,0,0.491100593,15000,12,0,5,0,2
"469",2578,0,0,42,3,0.367098625,10108,6,2,2,0,2
"470",2587,0,0.029883804,63,0,0.246119734,3156,12,0,1,0,1
"471",2590,0,0.048013049,49,0,0.060882124,9000,4,0,0,0,0
"472",2592,0,0.686017929,39,0,0.287622313,14000,19,0,1,0,0
"473",2611,0,0.811471019,56,1,0.257806491,6500,13,0,0,0,0
"474",2617,0,0.019462905,67,0,0.303270725,6175,17,0,2,0,1
"475",2630,0,0.106363121,45,0,0.287671233,10000,5,0,2,0,5
"476",2638,0,0.9999999,31,0,0.147570486,5000,2,0,0,0,0
"477",2659,0,0.188116791,54,0,0.460296772,9973,30,0,2,0,0
"478",2668,0,0.071202487,68,0,0.934950847,4780,7,0,1,0,0
"479",2673,0,0.001394065,50,1,0.281088189,12166,13,0,1,0,3
"480",2677,1,0.9999999,24,0,0.098901099,1000,3,1,0,0,0
"481",2678,0,0.117651179,36,1,1.504998001,2500,10,0,2,0,1
"482",2685,0,0.012989074,54,1,0.530156614,3000,12,0,1,0,5
"483",2686,0,0.463684544,52,0,0.129979368,6300,3,0,0,0,0
"484",2690,0,0.604052535,57,0,0.463719766,7193,14,0,2,0,0
"485",2696,0,0.512038648,46,1,0.321495069,14500,9,0,2,1,2
"486",2704,1,1.094433952,40,4,0.315929793,4500,7,0,0,0,2
"487",2706,0,0.026920986,50,0,0.217365623,11850,18,0,1,0,3
"488",2708,1,0.9999999,62,1,0.363481644,4112,5,0,1,1,1
"489",2723,0,0.071597136,88,0,0.301671614,6400,3,0,2,0,1
"490",2732,0,0.724076487,49,0,0.422368233,7000,14,1,1,0,2
"491",2748,0,0.02389662,53,0,0.395405447,6572,13,0,1,0,3
"492",2753,0,0.203512976,41,0,0.561815106,13596,15,0,6,0,0
"493",2754,0,0.506915514,66,0,0.147426393,4720,5,0,0,0,0
"494",2755,0,0.034043108,63,0,0.075630252,9519,9,0,0,0,0
"495",2758,0,0,46,0,0,4428,1,0,0,0,1
"496",2767,1,0.995002776,30,1,0.176955761,4000,3,10,0,0,0
"497",2769,0,0.582757962,60,0,1.249135868,3760,25,0,1,0,0
"498",2772,0,0,63,0,0.24150905,9833,5,0,1,0,1
"499",2794,0,0.433461198,51,0,0.26226574,9497,6,0,1,0,4
"500",2800,0,0.118098826,29,0,0.262639246,2333,5,0,1,1,0
"501",2802,0,0.144627967,60,0,0.152182783,2450,14,0,0,0,0
"502",2803,0,0.9999999,41,2,0.083688206,5400,2,0,0,0,1
"503",2804,0,0.031825066,64,0,0.363629084,12487,11,0,4,0,0
"504",2821,0,0.722910836,60,1,0.596680664,5000,5,0,1,0,2
"505",2824,1,0.071554892,30,0,0.234654633,19500,11,0,3,0,0
"506",2829,1,0.9999999,46,0,0,5538.62375834267,0,0,0,0,5
"507",2839,0,0.028567196,45,0,0.518330309,8264,12,0,2,0,2
"508",2848,0,1.043091214,60,0,0.787513116,3811,14,0,0,0,0
"509",2851,0,0.150950766,61,0,0.652923155,7833,10,0,3,0,2
"510",2852,0,0,81,0,0,1800,6,0,0,0,0
"511",2864,0,0.048850024,57,0,0.327686754,3600,11,0,1,0,1
"512",2880,0,0.793543472,29,0,0.304821151,4500,7,0,0,0,1
"513",2887,0,0.048358886,64,0,0.244503664,1500,9,0,0,0,0
"514",2901,0,0.385161484,50,0,0.100541591,7200,10,0,0,0,0
"515",2902,0,0.028047149,56,0,0.274523641,2833,11,0,1,0,0
"516",2903,0,0.022154084,79,0,0.371116986,3025,12,0,1,0,0
"517",2912,0,0.123545616,48,0,1.056420511,7000,13,0,1,0,2
"518",2914,0,0.9999999,32,0,0.479180436,4538,8,0,2,0,2
"519",2916,0,0.002108808,57,0,0.23572186,6600,11,0,1,0,1
"520",2927,0,0.007892757,60,0,0.168593933,11933,17,0,1,0,0
"521",2928,0,0.29385201,35,0,0.096446701,6500,8,0,0,0,0
"522",2932,1,0.281131894,54,0,0.931785196,6200,10,0,3,0,1
"523",2934,1,1.063782107,45,3,0.257588899,2305,10,0,0,0,2
"524",2943,0,0.122219445,33,0,0.009992862,1400,3,0,0,0,0
"525",2945,1,0.554379777,28,1,0.227874155,3400,3,0,1,0,0
"526",2949,1,0.242524917,28,0,0.19089626,2833,9,5,0,0,0
"527",2952,0,0.139647929,45,2,0.381269788,6000,11,0,1,0,3
"528",2960,0,0.008382622,75,0,0.000637186,7846,4,0,0,0,0
"529",2963,0,0.188144121,70,0,0.228223496,6979,22,0,0,0,1
"530",2971,1,0,43,0,0.454052007,7921,4,0,1,3,1
"531",2988,0,0.139620561,56,0,0.438651591,4775,10,0,2,0,1
"532",2989,0,0.363704086,49,0,0.020408163,9309,4,0,0,0,2
"533",2992,0,0.446806594,56,0,0.12078853,2789,5,1,0,0,1
"534",2995,0,0.303297053,62,1,0.611346317,4723,25,0,1,0,0
"535",2996,0,0.290995031,41,0,0.521942353,3850,6,0,1,0,5
"536",3001,0,0.930933445,52,0,0.155650087,9167,14,0,0,0,0
"537",3003,1,0.014867443,45,0,0.006124234,8000,6,0,0,0,0
"538",3008,0,0,73,0,0.142672274,3090,4,0,0,0,0
"539",3009,0,0,67,0,0.283144764,6893,10,0,2,0,0
"540",3011,1,0.95068234,27,1,0.163586792,3300,10,0,0,0,2
"541",3017,0,0.444104655,43,0,0.310667301,6308,5,0,2,0,2
"542",3020,1,0.9999999,42,0,0.132915138,8448,2,1,0,1,2
"543",3021,0,0.00410796,47,0,0.000379219,7910,5,0,0,0,2
"544",3026,1,0.929868562,46,3,0.580886505,7083,12,1,2,1,1
"545",3037,0,0.072348385,71,0,0.01219878,10000,4,0,0,0,0
"546",3040,1,0.9999999,29,0,0.049146189,2400,3,1,0,0,0
"547",3052,1,0.123953206,54,2,0.96992596,13100,24,0,6,0,4
"548",3056,1,0.114582597,34,0,0.568368672,4621,7,0,1,0,0
"549",3068,0,0.265655598,36,0,0.237817576,2400,4,0,0,0,0
"550",3072,0,0.667020828,39,0,0.608450136,9916,19,0,2,0,3
"551",3079,1,1.020756866,30,2,0.439538384,3985,10,0,1,0,2
"552",3082,0,0.098231102,50,0,0.059169977,7300,6,0,0,0,0
"553",3090,0,0.013789948,30,0,0.016793283,2500,5,0,0,0,0
"554",3103,1,0.801272342,31,0,0.486159487,5454,8,0,1,0,1
"555",3109,1,0.015345635,43,0,0.031514998,7900,21,0,0,0,3
"556",3111,1,0.9999999,49,0,0.204984232,13000,2,3,1,2,1
"557",3120,0,0.9999999,34,0,0.019988895,1800,0,3,0,0,2
"558",3130,0,0.013224669,80,0,0.003004808,4991,3,0,0,0,0
"559",3131,0,0.244216172,42,0,0.745106206,2400,6,0,1,0,0
"560",3135,0,0.319181411,41,0,1.264122646,6000,11,0,2,0,3
"561",3136,0,0.10238573,42,0,0.514954742,5081,9,0,2,0,3
"562",3140,0,0.490748003,43,0,0.165367906,14500,6,0,1,0,4
"563",3144,1,1.046366936,52,3,0.645127342,4750,7,0,1,0,2
"564",3148,0,0.038863814,78,1,0.010497376,4000,4,0,0,0,0
"565",3150,1,0.98320224,60,1,0.611755298,2500,7,0,2,1,0
"566",3155,0,0.183049785,35,0,0.057859881,5737,11,0,0,0,1
"567",3157,0,0.86155976,59,0,0.116463737,5666,4,0,0,0,1
"568",3159,0,0.807249353,56,0,1.351377953,1015,7,0,1,0,0
"569",3202,1,0.036387859,53,0,0.706280788,3247,22,0,1,1,2
"570",3203,0,0.113670623,53,0,0.623365757,9560,9,0,2,0,0
"571",3205,0,0.054871013,40,1,0.243517099,15000,9,0,1,0,5
"572",3213,0,0.652423172,41,0,0.36890595,5209,4,0,1,0,2
"573",3214,0,0.002447381,82,0,0.335748792,12833,10,0,3,0,1
"574",3215,1,1.019350677,45,5,0.504165014,10083,10,0,1,0,2
"575",3220,0,0,66,0,1,2157.26878854857,8,0,0,0,0
"576",3225,1,0.297746512,46,0,0.436284312,5500,8,0,2,0,0
"577",3230,0,0.99735559,25,0,0.276840165,7050,10,0,1,0,0
"578",3237,0,0.469000729,60,0,0.207827453,7000,6,0,0,0,1
"579",3250,1,0.040564773,71,0,0.291714123,7023,15,0,2,0,2
"580",3254,0,0.013758621,61,0,0.233421751,4900,8,0,1,0,0
"581",3256,0,0.016630862,67,0,0.168292977,8300,14,0,1,0,1
"582",3270,0,0.156169909,37,0,0.299628678,3500,9,0,2,0,1
"583",3271,0,0.103415329,37,0,0.264563512,5990,10,0,1,0,3
"584",3274,1,0.603126754,31,0,0.64073727,3200,11,0,1,0,1
"585",3281,0,0.361326983,55,0,0.415718718,6768,7,0,2,0,0
"586",3287,0,0.9999999,54,0,0.136807818,3683,1,0,0,0,0
"587",3293,1,0.047060392,63,0,0.728098873,2750,4,0,1,0,0
"588",3299,0,0.038600188,47,0,0.308892148,7500,14,0,1,0,2
"589",3300,0,0.296721292,55,0,0.119565217,7083,5,0,0,0,0
"590",3302,0,0.75762641,44,0,0.250085587,5841,8,0,0,0,2
"591",3318,1,0.9999999,70,0,0,2300,1,0,0,0,0
"592",3322,1,0.89010697,46,3,0.986361297,3885,12,0,3,4,3
"593",3330,0,0.17403905,67,0,0.122027426,5760,10,0,0,0,0
"594",3334,0,0.9999999,42,0,0,3983.08810011234,0,1,0,0,0
"595",3338,0,0.168677611,76,0,0.137035949,10208,7,0,2,0,0
"596",3352,1,0.563819824,39,3,0.181116983,7000,15,1,0,1,2
"597",3360,0,0.08987295,62,0,0.227384736,28000,14,0,2,0,2
"598",3361,0,0.016899155,50,0,0.132657892,10560,5,0,1,0,4
"599",3365,0,0.000920217,36,0,0.273918129,4274,8,0,2,0,2
"600",3370,0,0,61,0,0,4388.0807927302,2,0,0,0,0
"601",3373,0,0.082723513,50,0,0.311240123,6200,6,0,1,0,2
"602",3380,0,0.030908087,75,1,0.007938681,3652,6,0,0,0,1
"603",3382,0,0.068196672,56,0,0.375574169,3700,10,0,1,0,2
"604",3386,0,0.999820885,41,0,0.456908618,5000,6,0,2,0,3
"605",3388,1,0.9999999,53,0,0,6495,0,0,0,0,0
"606",3401,1,0.9999999,45,0,0.357910522,4000,6,6,0,1,2
"607",3408,0,0.017054866,80,0,0.098852604,10196,15,0,1,0,0
"608",3409,0,0.770027056,31,2,0.457159287,1738,10,0,1,0,1
"609",3417,1,0.834839454,36,1,0.212615792,6800,10,1,0,3,3
"610",3422,0,0.984803039,47,0,0.090694935,3395,6,0,0,0,0
"611",3431,0,0.432810804,55,1,0.274928751,60000,11,0,4,0,0
"612",3436,0,0.062534085,28,0,0.589543938,898,5,0,0,0,0
"613",3451,0,0.0049999,56,0,0.763874009,4666,20,0,2,0,0
"614",3456,0,0.033742916,55,0,0.19237435,7500,8,0,1,0,0
"615",3460,1,0.530960507,51,2,0.151082251,2309,10,1,0,0,0
"616",3462,1,0.745738933,63,3,0.72425829,4583,11,0,1,0,0
"617",3463,0,0.044791042,92,0,0.00119976,5000,1,0,0,0,0
"618",3468,1,0.9999999,40,0,0.006959443,4166,0,1,0,0,3
"619",3469,0,0.053656049,45,0,0.054539884,9790,9,0,0,0,2
"620",3479,0,0.125391387,54,0,0.276909797,11584,10,0,2,0,0
"621",3481,0,0.076192381,70,0,0.006468686,3400,4,0,0,0,0
"622",3483,0,0.007182445,59,0,0.223449216,7334,12,0,2,0,0
"623",3486,0,0.19177938,38,0,0.491754123,2000,8,0,1,0,0
"624",3495,0,0.227325756,53,0,0.082487196,11128,19,0,0,0,0
"625",3501,1,0.711237719,40,2,0.57706049,8116,9,1,2,0,1
"626",3502,0,0.147872892,55,0,0.234692077,17000,11,0,2,0,2
"627",3509,1,0,26,0,0.084269663,533,1,2,0,0,2
"628",3519,0,0.475711244,51,0,0.517495396,3800,7,0,1,0,1
"629",3521,1,0.974792261,32,3,1.383846356,3800,11,0,3,0,4
"630",3525,0,0.167412509,49,1,0.076581247,6750,10,0,0,0,0
"631",3533,0,0.038381141,50,0,0.152130441,6500,12,0,1,0,0
"632",3538,0,0.008634527,61,0,0.152637147,6616,7,0,1,0,0
"633",3547,1,0.972232905,40,3,1.179950014,3600,10,1,4,1,1
"634",3555,0,0.17588426,63,0,0.243410289,5500,11,0,1,0,1
"635",3560,0,0,35,0,0.608821242,9000,8,0,3,0,2
"636",3566,0,0.099420766,62,0,0.434565435,1000,8,0,0,0,0
"637",3568,0,0.034177541,51,0,0.33352081,5333,12,0,1,0,0
"638",3571,0,0.228348139,77,0,0.514637658,6250,21,0,1,0,0
"639",3576,0,0.457662003,88,0,0.300206505,3873,18,0,0,0,0
"640",3582,0,0.9999999,61,3,0.597867141,4500,13,0,3,0,2
"641",3592,0,0.07854039,37,0,0.127343245,4640,4,0,0,0,2
"642",3598,0,0.225102584,47,0,0.331958505,8000,17,0,1,0,0
"643",3602,1,0.7509038,30,1,0.120606155,6400,6,1,0,0,0
"644",3603,0,0.003999917,70,0,0.169478815,8000,8,0,1,0,1
"645",3605,0,0.356550722,41,0,0.031242189,4000,2,0,0,0,2
"646",3613,0,0.402665929,44,0,0.145365979,7800,9,0,0,0,0
"647",3619,0,0.036454819,49,0,0.085076597,25000,7,0,1,0,0
"648",3623,1,0.573024314,56,7,0.394758228,4921,14,0,1,0,0
"649",3624,0,0.581681255,48,0,0.807162534,6533,10,0,2,0,0
"650",3628,0,0.819552164,48,0,0.421583271,8033,13,0,1,0,2
"651",3632,0,0.552990627,46,1,0.109875295,8900,11,0,0,0,0
"652",3634,0,0.187665903,43,0,0.546100866,4500,15,0,1,0,2
"653",3635,0,0.045909077,40,0,0.151840314,17333,6,0,1,0,1
"654",3639,0,0.887155258,64,1,0.628612979,5500,12,0,2,0,3
"655",3652,1,0.9999999,33,0,0.791069643,3000,7,0,2,0,1
"656",3653,1,0.99142402,40,6,0.892328398,5200,9,0,2,1,0
"657",3665,1,0.29814801,61,0,0.299518226,11000,21,0,3,0,0
"658",3674,0,0.9999999,54,0,0,5800.26696205407,2,0,0,0,0
"659",3678,1,0.9999999,47,1,0.130455986,4100,4,0,1,1,2
"660",3688,0,0.344181899,40,0,0.320307426,9237,6,0,1,0,2
"661",3708,0,0.028980974,66,0,0.226452378,7590,13,0,1,0,0
"662",3711,1,0.845686173,52,1,0.257958673,25600,9,0,3,0,0
"663",3712,1,0.9999999,28,0,0.444334488,2020,3,1,0,0,0
"664",3717,0,0.9999999,21,0,0,280,1,0,0,0,0
"665",3723,0,1.144896502,43,1,0.536692661,5000,4,0,1,1,0
"666",3724,0,0.111418782,39,0,0.339053997,14333,14,0,2,0,3
"667",3725,1,0.9999999,28,1,0.254461716,1736,1,0,0,0,1
"668",3729,0,0.046762953,47,0,0.218795559,8916,10,0,2,0,0
"669",3731,0,0.21198522,71,0,0.360968452,8177,11,0,2,0,0
"670",3732,0,0.006298227,66,0,0.005512679,1813,8,0,0,0,0
"671",3734,1,0.600470035,37,0,0.151017494,2800,5,0,0,0,0
"672",3743,0,0.16388759,31,0,0.040682415,2285,3,0,0,0,1
"673",3748,1,0.99363752,36,0,0.512851897,2450,9,0,0,0,1
"674",3749,1,0.788844622,49,3,0.164432285,3654,4,1,0,0,0
"675",3750,0,0.484437241,62,0,0.445463698,8938,13,0,2,0,0
"676",3752,1,0.032786885,46,2,0.459135216,4000,14,1,2,1,1
"677",3767,1,0.997108782,72,0,0.362669503,3760,13,0,2,0,0
"678",3772,1,0.873510188,50,0,0.196677051,4814,6,0,0,0,6
"679",3778,1,0.922538497,54,0,0.643114251,7500,6,0,2,1,0
"680",3779,0,0.057961359,23,0,0.000728332,2745,1,0,0,0,0
"681",3782,0,0.063588019,63,0,0.079692031,10000,4,0,2,0,1
"682",3793,0,1.00139972,30,0,0.425440172,5565,6,0,1,0,0
"683",3794,0,0.041835261,56,0,0.23980628,6400,9,0,1,0,0
"684",3802,1,0.147044892,48,0,0.08416181,5833,5,1,0,0,2
"685",3804,0,0.004483418,73,0,0.000999833,6000,5,0,0,0,1
"686",3813,1,0.473755047,54,3,0.15364106,6000,6,6,0,2,0
"687",3816,1,0.451073268,51,0,0.265250719,12523,11,0,2,0,3
"688",3831,1,0.982502573,40,0,0.440711462,3541,6,0,1,0,0
"689",3835,0,0.446547587,26,0,0.00599952,8333,2,0,0,0,0
"690",3847,0,0.194143124,54,0,0.453626635,5045,12,0,2,0,0
"691",3850,0,0.044772514,57,0,0.464220183,7084,14,0,2,0,0
"692",3856,0,0.67542147,60,0,0.528453891,5833,8,0,2,0,0
"693",3857,0,0.023435389,65,0,0.002039837,8333,5,0,0,0,0
"694",3860,1,0.781885397,44,1,0.608878224,5000,10,2,1,1,0
"695",3862,0,0,39,0,0,6741,1,0,0,0,0
"696",3866,1,0.694050992,40,0,0.588560286,3076,10,0,2,0,0
"697",3870,0,0.013499518,74,0,0.121068249,6739,8,0,1,0,0
"698",3874,1,0,71,1,0.141428991,3400,9,2,0,0,0
"699",3878,1,0.9999999,56,0,0.183962264,3391,1,2,0,0,0
"700",3881,0,0.00012371,65,0,0.119484458,6594,9,0,1,0,0
"701",3886,0,0.466581589,38,1,0.161788784,9771,8,0,0,0,3
"702",3887,0,0.005048644,61,0,0.186081392,10000,25,0,2,0,0
"703",3892,0,0.9999999,61,0,0,1500,1,0,0,0,1
"704",3898,0,0.064225917,59,0,0.169297951,5953,11,0,0,0,2
"705",3910,0,0.222120469,49,0,0.25234662,7350,7,1,1,0,3
"706",3916,0,0.039392122,52,0,0.163680982,4074,3,0,1,0,1
"707",3918,1,0.246529772,56,0,0.51465576,4400,8,1,2,0,0
"708",3925,0,0.016720626,58,0,0.269771715,14148,4,0,2,0,3
"709",3930,1,1.022995401,30,0,0.612690504,6823,14,7,2,1,0
"710",3933,1,0.976047904,50,2,0.130284609,7237,3,3,1,1,1
"711",3941,0,0.17216531,59,1,0.271292198,18750,8,0,2,0,2
"712",3945,0,0.104647287,46,0,0.159337098,10800,8,0,1,0,6
"713",3950,1,0.92094682,30,0,0.61770428,3083,10,0,0,0,0
"714",3954,0,0.417597067,23,0,0.249796583,1228,3,0,0,0,0
"715",3964,0,0.992230855,35,0,0.716131907,2243,7,0,2,0,2
"716",3971,0,0.444631058,55,0,0.170782922,10000,12,0,0,0,7
"717",3973,0,0.017369727,64,0,0.001272612,11000,4,0,0,0,0
"718",3979,0,0.08299726,45,0,0.413998807,5028,18,0,1,0,1
"719",3980,0,0.361152866,28,0,0.061496516,3300,8,0,0,0,0
"720",3985,0,0.856698511,41,1,0.148779771,3400,8,0,0,1,2
"721",3993,1,0.622289402,60,2,0.631648142,8366,13,2,1,1,0
"722",3999,0,0.055198973,75,0,0.31233672,3444,7,0,1,0,0
"723",4005,1,0.435295387,38,0,0.124606554,5400,18,0,0,0,2
"724",4008,1,1.034430714,40,3,0.433426629,2500,7,1,0,0,0
"725",4017,0,0.000103969,58,0,0.40209965,6000,16,0,2,0,1
"726",4019,1,0.075351938,67,0,0.333730429,5875,7,0,1,0,0
"727",4025,0,0.010032999,69,0,0.001999,4001,3,0,0,0,0
"728",4026,1,0.9999999,51,1,0.11059044,3200,6,2,0,1,0
"729",4027,0,0.015022816,75,0,0.348440899,8273,14,0,2,0,0
"730",4030,0,0.616491698,48,0,0.81310747,3600,12,0,1,1,2
"731",4040,0,0.9999999,36,0,0.081669419,6660,3,0,0,0,0
"732",4044,0,0.007390064,94,0,3.93e-05,203500,5,0,0,0,0
"733",4051,0,0.038592282,56,0,0.233554617,3313,6,0,0,0,1
"734",4060,0,0.00899907,57,0,0.155256316,15000,13,0,2,0,0
"735",4062,0,0.047828318,64,1,0.282194129,4666,9,0,1,0,0
"736",4063,0,0.065250712,27,0,0.340440165,1453,7,0,0,0,0
"737",4066,0,0.9999999,55,0,0.08575872,4500,1,0,0,0,0
"738",4067,1,0.161265247,39,0,0.848768904,8000,18,0,4,0,2
"739",4070,0,0.758241758,76,3,0.192207369,6133,14,3,0,1,0
"740",4072,0,0.508900268,35,0,0.438223938,3625,7,0,1,0,0
"741",4075,0,0.306917487,48,0,0.374068554,7380,10,0,1,0,0
"742",4080,0,0.459285242,63,0,0.172974768,9035,4,0,0,0,0
"743",4084,0,0.359220853,47,0,0.318995867,6532,15,0,1,0,2
"744",4086,0,0.04153241,41,0,0.035539216,15503,6,0,0,0,0
"745",4102,0,0.032723415,81,0,0.337832771,5333,19,0,2,0,0
"746",4112,1,0.218611666,34,0,0.488677581,10200,16,0,3,0,1
"747",4119,0,0.476356933,36,0,0.683967705,1733,7,0,0,0,3
"748",4133,1,0.971434849,44,7,0.797264682,8700,16,0,1,2,0
"749",4141,0,0.568847926,49,0,0.163307412,6300,5,0,1,0,0
"750",4146,1,1.017928974,63,1,0.466042155,5550,7,0,1,0,0
"751",4150,0,0.007348785,69,0,0.3068,7499,7,0,1,0,0
"752",4151,0,0.612748951,76,0,0.545113722,4000,7,0,1,0,0
